Course Description,Num Students,Avp GPA,Session Description, Descriptor of what it means
IMPROV CONTEMPORARY DANCE I,40,3.8575000000000004,77.3,Regular Academic Session
BEGINNING TAP DANCE,55,3.9944727272727274,55,Regular Academic Session
INTRO TO JAZZ DANCE TECHNIQUE,31,3.787225806451613,42.9,Regular Academic Session
DANCE PRACTICES III,36,3.8666666666666663,87.5,Regular Academic Session
APPROACHES TO DANCE-MAKING I,36,3.963527777777778,88.2,Regular Academic Session
INTRODUCTION TO DANCE STUDIES,64,3.52028125,8.1,Regular Academic Session
INTERMEDIATE TAP DANCE,28,3.96425,92.9,Regular Academic Session
SOMATIC APPR CNTMP BALLET PRCT,92,3.77645652173913,91.4,Regular Academic Session
DANCE PRACTICES V,30,3.9898666666666665,100,Regular Academic Session
ADVANCED MODERN DANCE,48,3.9130000000000003,45.8,Regular Academic Session
IU CONTEMPORARY DANCE THEATRE,127,3.982700787401575,88.9,Regular Academic Session
DANCE PRACTICES VII,27,3.977777777777778,80,Regular Academic Session
CHOREOGRAPHIC PERFORM PROJECT,31,3.9093870967741937,100,Regular Academic Session
ADVANCED JAZZ DANCE,52,3.9866153846153844,37.9,Regular Academic Session
METHODS OF MOVEMENT ANALYS,34,3.9145000000000003,73.7,Regular Academic Session
SENIOR DANCE SUMMARY,29,3.9654827586206896,81.3,Regular Academic Session
INTRODUCTION TO THEATRE,438,3.7793721461187215,10.7,Regular Academic Session
SCRIPT ANALYSIS FOR THEATRE,56,3.5732678571428567,5,Regular Academic Session
GREAT PERFORMANCES IN FILM,191,3.1192827225130886,1,Regular Academic Session
ACTING I: FUNDMNTLS OF ACTING,459,3.7070871459694983,5.6,Regular Academic Session
ACTING I FOR MAJ:INTR TO ACTNG,68,3.9190441176470587,62.5,Regular Academic Session
PERFORMANCE AS ART AND DESIGN,291,3.7021305841924406,13,Regular Academic Session
PILATES FOR PERFORMING ARTIST,32,3.9908125,93.3,Regular Academic Session
IU BROADWAY CABARET,71,3.981718309859155,92.9,Regular Academic Session
ACTING II: SCENE STUDY,47,3.7724042553191497,70,Regular Academic Session
INTRO TO PLAYWRITING,41,3.570926829268293,53.3,Regular Academic Session
MUSICAL THEATRE DANCE STYLES I,32,3.847,87.5,Regular Academic Session
VOICE FOR MUSICAL THEATRE,135,3.974822222222222,100,Regular Academic Session
ACTING III: ADV SCENE STUDY,44,3.725090909090909,68.8,Regular Academic Session
VOICE AND SPEECH,49,3.9042448979591837,50,Regular Academic Session
COSTUME CONSTRUCTION I,33,3.872545454545454,83.3,Regular Academic Session
STAGE LIGHTING DESIGN,24,3.5582499999999997,91.7,Regular Academic Session
DIRECTING I: FUNDAMENTALS,62,3.453435483870968,82.4,Regular Academic Session
INTRO TO SOUND DESIGN FOR THTR,39,3.704820512820513,85.7,Regular Academic Session
ENTERTAINMENT TECHNOLOGY,32,3.753125,84.6,Regular Academic Session
MT STUDIO I: ACTING THE SONG,12,4.0,100,Regular Academic Session
MT STUDIO III: AUDITION,11,4.0,90.9,Regular Academic Session
HIST OF THEATRE AND DRAMA I,111,3.666459459459459,73,Regular Academic Session
MUSICAL THTR SENIOR SHOWCASE,24,4.0,100,Regular Academic Session
SENIOR MUS THTR DANCE AUDITION,43,3.881488372093023,93.3,Regular Academic Session
MOVEMENT FOR THE THEATRE I,23,3.7347826086956526,69.2,Regular Academic Session
DIRECTING II: ADV DIRECTING,8,4.0,77.8,Regular Academic Session
DEVELOPMENT OF DRAMATIC ART 3,55,3.3345090909090906,23.5,Regular Academic Session
WORKING IN THE PROFESSION,32,4.0,80,Regular Academic Session
INTRODUCTION TO GRADUATE STUDY,12,4.0,100,Eight Week - First
PEDAGOGY FOR THE THEATRE,18,4.0,100,Regular Academic Session
DESIGN RESRCH & COLLABORATN I,12,4.0,100,Eight Week - Second
HISTORIC COSTUMES FOR STAGE,8,3.963,100,Regular Academic Session
TOPICS IN THEATRE & DRAMA,38,4.0,100,Regular Academic Session
ADV MOVEMENT III,8,4.0,100,Regular Academic Session
2ND YEAR VOICE FOR THE MFA I,8,4.0,100,Regular Academic Session
GRADUATE PERFORMANCE PRACTICUM,11,4.0,100,Regular Academic Session
FIRST-YEAR RESEARCH,7,4.0,100,Regular Academic Session
VISION SCIENCE SEMINAR,81,3.9853086419753088,95.7,Regular Academic Session
M.S. THESIS RESEARCH,28,4.0,100,Regular Academic Session
RECENT AAAD LITERATURE,29,3.655,3.3,Regular Academic Session
HISTORY OF RACE IN AMERICAS,34,3.168,0,Regular Academic Session
COMMUNICATION IN BLACK AMERICA,26,2.662,0,Regular Academic Session
MODRN SPORTS & AFRO-AMER EXPER,167,3.064,0.6,Regular Academic Session
POPULAR MUSIC OF BLACK AMERICA,18,3.778,0,Regular Academic Session
ART OF CIVIL RIGHTS MOVEMENT,27,3.093,3.7,Regular Academic Session
HIP HOP MUSIC AND CULTURE,9,3.356,0,Regular Academic Session
AFRICAN-AMERICAN HISTORY II,33,3.388,8.8,Regular Academic Session
CONTEMP BLACK AMER WRITING,49,3.436734693877551,8,Eight Week - First
SURV OF AFRICAN AMERICAN MUSIC,34,3.432,2.9,Regular Academic Session
"RACE, GENDER AND CLASS",24,2.467,3.1,Regular Academic Session
TRANSFORMNG DIV COMM&SOCIETIES,16,2.869,12.5,Regular Academic Session
BLACK RELIGIOUS MUSIC,19,3.532,0,Eight Week - Second
INTERDISCIPLINARY RSCH METHODS,6,3.667,100,Regular Academic Session
ARTS ORGS IN PUBL & PRIVT SECT,17,3.553,78.9,Regular Academic Session
PERFORMING ARTS ORG MANAGEMENT,13,3.723,38.5,Regular Academic Session
MUSEUM MANAGEMENT,13,3.877,57.1,Regular Academic Session
AUDIENCE DEV & MRKTG THE ARTS,10,3.41,80,Regular Academic Session
FUND DEV FOR NONPROFIT ORGS,13,3.731,64.3,Regular Academic Session
PUBLIC POLICY AND THE ARTS,39,3.348538461538462,92.6,Regular Academic Session
TPCS IN ASIAN AMERICAN STUDIES,41,3.7658536585365856,0,Regular Academic Session
INTRO TO THE AIR FORCE II,16,4.0,0,Regular Academic Session
LLAB II,38,4.0,0,Regular Academic Session
TEAM AND LDRSP FUND II,9,3.922,0,Regular Academic Session
LEADING AND COMMUNICATION II,7,4.0,0,Regular Academic Session
NATL SEC/PREP ACTV DUTY II,8,4.0,0,Regular Academic Session
ELEMENTARY BAMANA II,23,3.878,0,Regular Academic Session
INTERMEDIATE BAMANA II,13,3.777,0,Regular Academic Session
ELEMENTARY AKAN I,11,3.155,0,Eight Week - First
ELEMENTARY AKAN II,10,2.31,0,Eight Week - Second
TOPICS IN AFRICAN STUDIES,6,3.833,0,Regular Academic Session
AFRICAN LANGUAGES/INTERACTIONS,6,3.167,0,Regular Academic Session
ELEMENTARY SWAHILI 2,17,3.241,0,Regular Academic Session
ELEMENTARY YORUBA II,12,3.9,0,Regular Academic Session
INTERMEDIATE YORUBA II,10,3.97,0,Regular Academic Session
AMERCN DOCUMENTARY PHOTOGRAPHY,28,3.5,3.4,Regular Academic Session
BASIC HUMAN ANATOMY,913,2.7267667031763407,0,Regular Academic Session
HISTORY OF ANATOMY,6,3.167,0,Regular Academic Session
ANATOMY FOR MEDICAL IMAGING,21,2.771,0,Regular Academic Session
HUMAN EMBRYOLOGY,7,3.771,0,Regular Academic Session
MUSEUM METHODS,8,3.838,75,Regular Academic Session
LABORATORY IN BIOANTHROPOLOGY,33,2.987606060606061,57.9,Regular Academic Session
CHIMPANZEE BIOLOGY,48,2.904,17.3,Regular Academic Session
HUMAN VARIATION,40,3.828,22,Regular Academic Session
HUMAN PALAEONTOLOGY,16,2.981,64.7,Regular Academic Session
SUSTAINABILITY AND SOCIETY,82,3.472,1.1,Regular Academic Session
ANTH OF RUSSIA AND EAST EUROPE,12,2.6,76.9,Regular Academic Session
GLOBALIZATION & CONSUMER CULTR,27,3.611,25.9,Regular Academic Session
SEMINAR-MEDICAL ANTHROPOLOGY,15,3.913,40,Regular Academic Session
PROSEMINAR CULTURAL & SOC ANTH,7,4.0,57.1,Regular Academic Session
"POWER, SUBJECTIVITY,&THE STATE",7,3.914,50,Regular Academic Session
LANGUAGE AND GLOBALIZATION,25,3.748,52,Regular Academic Session
UNDERWATER ARCHAEOLOGY,19,3.568,50,Regular Academic Session
HISTORICAL ARCHAEOLOGY,18,3.722,42.1,Regular Academic Session
ARCHAEOLOGY OF MIDWESTERN U.S.,16,2.331,66.7,Regular Academic Session
PALEOLITHIC TECHNOLOGY LAB,18,3.156,63.2,Regular Academic Session
INTRO TO ART OF AFRI DIASPORA,38,3.663,0,Regular Academic Session
ART & CULTURE OF SOUTHRN ITALY,18,3.794,5.3,Regular Academic Session
EAST ASIAN BUDDHIST ART,68,3.221,2.9,Regular Academic Session
ART AND LIFE IN ANCIENT ROME,76,3.504,2.5,Regular Academic Session
ART AND CULTURE OF CHINA,34,2.938,5.3,Regular Academic Session
SURVEY OF CONTEMP ISLAMIC ART,39,3.169,32.5,Regular Academic Session
THE GRAPHIC NOVEL,37,3.724,0,Regular Academic Session
AGE OF RUBENS AND REMBRANDT,35,2.66,25,Regular Academic Session
VISUAL CULTURE-INTERWAR YEARS,22,3.3,16,Regular Academic Session
HIST OF 20TH CENT PHOTOGRAPHY,32,3.169,12.5,Regular Academic Session
"AMERICAN ART, 1865-1945",23,3.387,4.2,Regular Academic Session
PROBLEMS IN EAST ASIAN ART,6,3.833,100,Regular Academic Session
CURATING MUSEUM EXHIBITIONS,8,3.925,25,Regular Academic Session
THE ART OF ASTRONOMY,234,2.851816239316239,0,Regular Academic Session
GENERAL ASTRONOMY II,16,3.313,70,Regular Academic Session
STELLAR ASTROPHYSICS,15,3.76,86.7,Regular Academic Session
GALACTIC DYNAMICS,8,3.625,100,Regular Academic Session
PHYS & OBSERV COSMOLOGY,8,3.788,100,Regular Academic Session
HUMANS & THE BIOLOGICAL WORLD,17,3.224,5,Regular Academic Session
HUMAN MOLECULAR BIOLOGY LAB,36,4.0,88.9,Regular Academic Session
DISEASE ECOLOGY AND EVOLUTION,30,3.51,76.7,Regular Academic Session
BIOLOGY OF BIRDS,53,2.952698113207547,48.1,Regular Academic Session
DIGITAL BIOLOGY:BIOINFORMATICS,11,2.845,63.6,Regular Academic Session
ECOSYSTEM ECOLOGY & GLOBAL CHG,22,2.995,65.2,Regular Academic Session
ADVANCED GENE REGULATION,32,4.0,96.9,Regular Academic Session
DEVELPMTL BIOLOGY & STEM CELLS,21,2.614,54.5,Regular Academic Session
MICROBIOMES: HOST & ENV HLTH,29,2.931,80,Regular Academic Session
ECOLOGY,44,2.475,52.2,Regular Academic Session
ADVANCED CELL BIOLOGY,12,3.308,33.3,Eight Week - First
BEHAVIORAL ECOLOGY,8,4.0,75,Regular Academic Session
DEVELOPMENTAL BIOLOGY,11,3.8,90.9,Eight Week - Second
MICROORGANSM IN NATURE/DISEASE,137,3.326,2.2,Regular Academic Session
MICROORGANISM LABORATORY,123,3.7268130081300814,3.8,Regular Academic Session
MICROBIAL PHYS & BIOCHEMISTRY,22,3.209,100,Regular Academic Session
MICROBIAL PHYSIOLOGY LAB,24,3.717,100,Regular Academic Session
VIROLOGY LECTURE,37,2.532,63.2,Regular Academic Session
VIRAL-TISSUE-CULTURE LAB,12,3.667,100,Regular Academic Session
MOLECULAR BIOL OF PROKARYOTES,10,4.0,100,Regular Academic Session
ASURE BIOL RES 2,35,3.5914571428571427,47.1,Regular Academic Session
VERTEBRATE ZOOLOGY,19,2.168,63.6,Regular Academic Session
ENDOCRINOLOGY,30,2.76,75,Regular Academic Session
SOCIETAL ISSUES IN BIOTECH,35,3.86,77.8,Regular Academic Session
"PRODUCT DEVEL, REGUL & COMM",11,3.609,100,Regular Academic Session
THEORY&APPL OF BIOTECH LAB I,19,3.8106315789473677,100,Regular Academic Session
"STRUCTR,FUNCTN,REG BIOMOLECUL",18,3.089,90,Regular Academic Session
"STRUCT, FUNCT&REG BIOMOLECULES",12,3.683,61.5,Regular Academic Session
SPECIALIZED TOPICS IN BIOT,24,3.945833333333333,100,Regular Academic Session
VALUE THRU BUS ANALYTICS APPS,22,3.482,91.7,Regular Academic Session
ERP BUSINESS PROCESSES,54,3.811,0,Regular Academic Session
BUSINESS IN THE DIGITAL FUTURE,56,3.814,0,Regular Academic Session
GLOBAL EXPERIENCE,54,4.0,100,Regular Academic Session
APPLIED BUSINESS PROJECTS,54,3.87,100,Non Standard Session
INTEGRATED CAPSTONE,54,4.0,100,Non Standard Session
ORGANIZATNL DEVELOPMT & CHANGE,214,3.7678504672897195,100,Regular Academic Session
MNG HUMAN RES IN GLOBAL ENVIR,152,3.798697368421053,0,Six Week - First
MNG ACCTG INFO FOR DEC-MAKING,710,3.5419971830985926,94.7,Regular Academic Session
PREDICT ANALYTICS & BUS STRAT,66,3.536,100,Regular Academic Session
FINANCIAL ANALYS&FIRM VALUATN,60,3.593,96.7,Regular Academic Session
MANAGING INTELLECTUAL PROPERTY,103,3.4807281553398064,0,Non Standard Session
LAW & ETHICS IN BUSINESS,66,3.415,0,Regular Academic Session
A CLINIC ON GLOBAL TALENT MGMT,90,3.966266666666667,0,Regular Academic Session
"PEACE@WRK:SPIRIT,SPTS,MUS,FILM",82,3.907,100,Regular Academic Session
THE U.S. IN A GLOBAL ECONOMY,66,3.515,100,Regular Academic Session
BUSINESS MKTG STRATEGY & MGMT,172,3.737773255813953,100,Regular Academic Session
STRATEGIC SOURCING,44,3.668,100,Regular Academic Session
ASSET PRICING/SECURITY VALUATN,96,3.5581666666666667,92.9,Regular Academic Session
FINANCIAL RISK MANAGEMENT,60,3.93,93.3,Regular Academic Session
FINAN STRATEGY & CORP RESTRUCT,80,3.675,100,Regular Academic Session
VALUATN & CAPITAL INVESTMENTS,84,3.828333333333333,100,Regular Academic Session
ADVERTISING AND PROMO MNGMT,64,3.359,97,Regular Academic Session
"ENTREP: THEORY, PROCESS & PRAC",114,3.4529473684210523,100,Regular Academic Session
PROD LIAB INTERNTL MKT PLACE,56,3.789,0,Regular Academic Session
BUS APPL OF MACHINE LEARNING,137,3.5663357664233577,0,Six Week - Second
IT RISK MANAGEMENT,55,3.946927272727273,0,Non Standard Session
POWER PERS INFLUENCE NEGOTIATN,180,3.9409999999999994,100,Regular Academic Session
STRATEGIC COMPETITIVE ANALYSIS,268,3.8893955223880594,93.2,Regular Academic Session
INTERNATL COMPETITIVE STRATEGY,114,3.6894736842105265,100,Regular Academic Session
STRAT MGMT OF TECH & INNOVATN,146,3.957849315068493,96.9,Regular Academic Session
LEADERSHIP AND PEOPLE MGMT,246,3.808325203252033,95.2,Regular Academic Session
ENTPRS DATA MGMT II - BIG DATA,36,3.878,100,Regular Academic Session
AI IN BUSINESS,110,3.4872,100,Kelley First Seven Week
DIGITAL TECH IN OPER MGMNT,38,3.784,100,Regular Academic Session
BASIC ACCOUNTING SKILLS,4222,3.512587636191379,54.5,Eight Week - Second
FOUNDATIONS OF ACCOUNTING,1224,3.0175882352941175,0,Regular Academic Session
GLOBAL BUS IMMERSN-ACCOUNTING,52,3.9867307692307694,100,Eight Week - Second
MGMT ACCTG & ANALYSIS: HONORS,149,3.5993154362416107,98,Regular Academic Session
MGMT DECISIONS & FINANCL RPTG,980,3.293062244897959,100,Regular Academic Session
INTERMEDIATE ACCOUNTING I,512,3.348529296875,100,Regular Academic Session
INTERMEDIATE ACCOUNTING II,368,3.3259021739130437,100,Regular Academic Session
FINANCIAL AND TRANS CONSULTING,57,3.7314912280701753,100,Regular Academic Session
COST ACCOUNTING,430,3.2233790697674416,100,Regular Academic Session
TAX ANALYSIS,869,3.41152243958573,100,Eight Week - Second
ADV FINANCIAL ACCOUNTING I,150,3.514633333333333,100,Regular Academic Session
AUDITING & ASSURANCE SERVICES,304,3.4228125000000005,100,Regular Academic Session
RESEARCH IN ACCTG AND AUDIT,61,3.6475245901639344,100,Regular Academic Session
FIELD STUDY,55,3.987,100,Non Standard Session
FIN ANALYSIS & FIRM VALUATION,55,3.527,100,Eight Week - First
INTEG CAPSTONE SIMULATION,54,3.644,100,Non Standard Session
STATE & LOCAL TAXATION,19,3.4,100,Kelley First Seven Week
INTRO FIN STMT ANALY & VALUATN,57,3.38078947368421,100,Kelley First Seven Week
ADV FIN STMTS ANALYS & VALUATN,45,3.6914,100,Kelley Second Seven Week
INTERNATIONAL TAXATION,30,3.603,100,Kelley First Seven Week
ADVANCED FINANCIAL ACCOUNTING,70,3.4788,100,Non Standard Session
STRUCT ACQ: ACCTG ADV SERVICES,32,3.734625,100,Kelley First Seven Week
FORENSIC ACCOUNTING,45,3.824,100,Non Standard Session
EXPERIMENTAL COURSE IN ACCTG,16,4.0,100,Non Standard Session
GLOBAL BUS IMMERSN-BUS COMM,50,3.9740800000000003,100,Eight Week - Second
EFFECTIVE COMMUNICATION,36,3.808444444444444,100,Kelley Second Seven Week
GLBL BUS IMMERSN-INTL BUS MGMT,81,3.8827654320987657,100,Eight Week - First
FINANCE DIVERSITY PROGRAM,90,3.971,88,Regular Academic Session
CORPORATE FINANCE/FP&A WRKSHP,74,3.891,100,Regular Academic Session
GLOBAL BUSINESS IMMRSN-FINANCE,49,4.0,100,Eight Week - Second
INVESTMENT BANKING WORKSHOP I,62,4.0,100,Regular Academic Session
CAPITAL MARKETS & BNKG WKSH I,35,4.0,100,Regular Academic Session
INVESTMENT MANAGEMENT WKSH I,52,4.0,100,Eight Week - Second
INVESTMENT BANKING SEMINAR,51,4.0,98,Regular Academic Session
INVESTMENT MANAGEMENT WKSH II,46,3.98,100,Eight Week - First
WEALTH MANAGEMENT WORKSHOP,18,3.656,100,Regular Academic Session
FINANCIAL DATA ANALYTICS,85,3.2916235294117646,93.3,Kelley Second Seven Week
QUANTITATIVE FINANCE,17,3.065,85,Regular Academic Session
INTERNATIONAL FINANCE,148,3.120608108108108,100,Regular Academic Session
FIN ANALYS FOR CORP DECISIONS,31,4.0,100,Kelley Second Seven Week
FINANCE AND SOCIETY,27,3.544,100,Kelley Second Seven Week
ENTRPRSHP THROUGH ACQUISITION,47,3.679,100,Non Standard Session
DERIVATIVE SECURITIES,22,3.245,100,Kelley First Seven Week
FIXED INCOME INVESTMENTS,19,3.453,100,Kelley Second Seven Week
EQUITY MARKETS,26,3.365,100,Kelley Second Seven Week
CORPORATE FINANCIAL STRATEGY,59,3.530406779661017,100,Kelley Second Seven Week
CORPORATE GOVERNANCE/RESTRUCT,44,3.470659090909091,100,Kelley First Seven Week
FINANCE PRACTICUM,13,3.838,100,Kelley Second Seven Week
CURRENT TOPICS IN FINANCE:,12,3.75,100,Kelley Second Seven Week
EMPIRICAL ASSET PRICING,8,3.813,62.5,Regular Academic Session
GB IMMERSION-BEPP,26,4.0,100,Eight Week - First
BUS ENTERPRISE & PUBLIC POLICY,33,3.2761818181818185,100,Regular Academic Session
BUS ANALYTICS CONSULTING WKSHP,58,4.0,96.6,Regular Academic Session
PUBLIC POL & THE INTL ECONOMY,31,3.3771290322580647,100,Regular Academic Session
PREDICT ANALYTICS BUS STRAT 1,54,3.7036666666666664,96.4,Kelley Second Seven Week
FED RESERVE SYS: POLICY & PRAC,14,3.643,100,Kelley Second Seven Week
INTL MONETARY SYS & HEDGING,73,3.5125068493150686,100,Kelley Second Seven Week
ECONOMETRIC METHODS IN BUS II,8,4.0,87.5,Regular Academic Session
STRAT MGMT TECH & INNOVATION,29,3.869,90,Kelley Second Seven Week
DESIGN THINKING,47,3.4896382978723404,100,Kelley Second Seven Week
EXP CRSE DECISION SUP MODELING,48,3.606375,100,Regular Academic Session
GLBL BUS IMMRSN-BUS LAW&ETHICS,25,4.0,100,Eight Week - Second
SUSTAINABILITY LAW & POLICY,102,3.8030588235294123,76.9,Regular Academic Session
CULTURL NORMS & PEACE BLDG BUS,13,4.0,92.3,Regular Academic Session
BUS & LAW OF ENTERTMT & SPORTS,15,3.227,93.3,Regular Academic Session
SPORTS INDUSTRY WORKSHOP II,24,3.963,100,Regular Academic Session
"ETHICS,NEGOTIATNS,MNG CONFLICT",82,3.614573170731707,100,Kelley Second Seven Week
CYBERSECURITY LAW AND POLICY,40,3.86235,100,Kelley Second Seven Week
CYBER RISK MGMT CAPSTONE,18,3.928,0,Regular Academic Session
CONSUMER MARKETING WORKSHOP,30,3.923,100,Regular Academic Session
LEGAL ASPECTS OF MARKETING,18,3.5,100,Regular Academic Session
BRAND MANAGEMENT,50,3.48,100,Regular Academic Session
APPLIED MARKETING RESEARCH,31,3.403129032258064,100,Kelley Second Seven Week
MARKET-BASED ANALYSIS,118,3.658381355932203,100,Kelley Second Seven Week
NEW PRODUCTS MANAGEMENT,59,3.7643728813559325,96,Kelley Second Seven Week
CONSUMER CHANNELS MANAGEMENT,28,3.7822142857142858,100,Kelley First Seven Week
MARKETING STRATEGY PRACTICUM,40,3.8379,100,Kelley Second Seven Week
BRAND ASSET MANAGEMENT,43,3.5348372093023253,100,Kelley Second Seven Week
RESEARCH METHODS IN MARKETING,15,3.82,87.5,Eight Week - Second
DIGITAL INNOVATION - LOGISTICS,21,4.0,100,Eight Week - First
SUSTAINABLE OPERATIONS,31,3.742,96.8,Regular Academic Session
LEAN SIX SIGMA,36,3.258111111111111,100,Regular Academic Session
DIGITAL LOGISTICS & TRANSPRT,21,4.0,100,Eight Week - Second
SUPPLY CHAIN OPERATIONS,55,3.524,100,Eight Week - First
BUSINESS PROCESS DESIGN,11,3.891,100,Kelley Second Seven Week
SIX SIGMA AND QUALITY,7,3.586,100,Kelley Second Seven Week
SUP CHAIN MGMT & TECHNOLOGIES,26,3.565,100,Kelley First Seven Week
ENTERPRISE RESOURCE PLNG-INTEG,55,3.525,100,Eight Week - First
SUPPLY CHAIN PRACTICUM,6,3.733,100,Kelley Second Seven Week
APPLIED DATA PROGRAMMING,70,3.0589428571428567,100,Eight Week - First
MGMT OF INFORMATION TECHNOLOGY,55,3.575,100,Eight Week - First
BIG DATA TECHNOLOGIES,38,3.568578947368421,100,Kelley Second Seven Week
BUSINESS ANALYTICS PROGRAMMING,19,3.721,100,Kelley First Seven Week
ORG INFO SYSTEMS SECURITY,55,3.6527454545454545,96.3,Regular Academic Session
BUSINESS PROC INTGRTN WITH ERP,46,3.450217391304348,100,Regular Academic Session
ENTERPRISE BUS APPL SOFTWARE,9,3.556,100,Kelley First Seven Week
FOUNDATNS IN INFO SYS RESEARCH,8,4.0,100,Regular Academic Session
JLLC HOT TOPICS,506,3.933227272727273,77.3,Eight Week - First
COMPASS 1 HONORS,48,4.0,100,Regular Academic Session
